overall_volume_rank,combined_popularity_score,pos_code,pos_name,pos_category,sku_family,pos_customer_price_est,pos_price_ex_tax,current_zomato_menu_match,current_zomato_price,current_swiggy_workbook_match,current_swiggy_workbook_price,swiggy_volume_rank,swiggy_best_match,swiggy_best_match_orders,swiggy_best_match_units,swiggy_best_match_aov,swiggy_best_match_price,swiggy_cg_cuisine,swiggy_dish_family,swiggy_primary_cuisine,swiggy_item_category,swiggy_is_combo,swiggy_veg_flag,swiggy_match_confidence,zomato_ov_rank,zomato_best_match,zomato_primary_cuisine,zomato_best_match_avg_price,zomato_match_confidence,swiggy_volume_price,zomato_rank_adjusted_price,raw_volume_customer_price,suggested_volume_customer_price,price_derivation_source,price_vs_pos_customer_diff,price_vs_pos_customer_diff_pct,price_action_read,execution_mapping_gate,swiggy_top_similar_items,zomato_top_similar_items,match_notes
1,100.0,,Chicken Boneless Biryani,Biryani & Rice,biryani_chicken_boneless,280,266.67,Chicken Boneless Biryani,280.0,Chicken Boneless Biryani,355.0,1,chicken boneless biryani,2994,3770,477.93,375.0,Biryani,BIRYANI,Biryani,non-veg biriyani,,,HIGH,1,chicken boneless biryani,Biryani,360.0,HIGH,375.0,360.0,369.3,369,swiggy_weighted_median_plus_zomato_rank_adjusted,89,0.3179,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"chicken boneless biryani @ 375 (rank 1, score 1.00) | box chicken boneless biryani @ 265 (rank 5, score 1.00) | chicken biryani (boneless) @ 200 (rank 795, score 1.00)","chicken boneless biryani @ 360 (rank 1, score 1.00) | box chicken boneless biryani @ 245 (rank 5, score 1.00) | boneless special chicken biryani @ 330 (rank 3, score 0.97)",Exact/direct
2,70.0,HE-1201,Chicken Biryani,Indian,biryani_chicken,250,238.1,Chicken Biryani,275.0,Chicken Biryani,320.0,7,chicken biryani,690,894,472.43,365.0,Biryani,BIRYANI,Biryani,non-veg biriyani,,,HIGH,2,chicken biryani,Mughlai,289.0,HIGH,365.0,294.0,338.02,329,swiggy_weighted_median_plus_zomato_rank_adjusted,79,0.316,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"chicken biryani @ 365 (rank 7, score 1.00) | chicken biryani @ 205 (rank 32, score 1.00) | chicken biryani @ 230 (rank 53, score 1.00)","chicken biryani @ 289 (rank 2, score 1.00) | chicken biryani @ 252 (rank 3, score 1.00) | spl chicken biryani @ 249 (rank 3, score 1.00)",Exact/direct
3,62.76,HE-1205,Ghee Rice,Indian,rice,100,95.24,Ghee Rice,100.0,Ghee Rice,130.0,18,ghee rice,336,514,177.64,110.0,North Indian,OTHER RICE VARIETIES,North Indian,empire special rice & fried rice,,1.0,HIGH,1,ghee rice,North Indian,159.0,HIGH,110.0,159.0,128.62,129,swiggy_weighted_median_plus_zomato_rank_adjusted,29,0.29,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"ghee rice @ 110 (rank 18, score 1.00) | ghee rice @ 125 (rank 45, score 1.00) | ghee rice @ 250 (rank 150, score 1.00)","ghee rice @ 159 (rank 1, score 1.00) | ghee rice @ 103 (rank 6, score 1.00) | ghee rice @ 183 (rank 6, score 1.00)",Exact/direct
4,62.39,HE-1235,Chicken Fried Rice,Fried Rice,chinese_rice_noodles,190,180.95,Chicken Fried Rice,205.0,Chicken Fried Rice,240.0,10,chicken fried rice,496,599,199.26,165.0,North Indian,FRIED RICE,Biryani,fried rice,,,HIGH,6,chicken fried rice,North Indian,201.0,HIGH,165.0,201.0,178.68,179,swiggy_weighted_median_plus_zomato_rank_adjusted,-11,-0.0579,NEAR_POS_VOLUME_PRICE,DIRECT_EQUIVALENT_READY_FOR_OFFER_LAYER,"chicken fried rice @ 165 (rank 10, score 1.00) | chicken fried rice @ 360 (rank 62, score 1.00) | chicken fried rice @ 140 (rank 193, score 1.00)","chicken fried rice @ 201 (rank 6, score 1.00) | chicken fried rice @ 165 (rank 26, score 1.00) | chicken fried rice @ 258 (rank 37, score 1.00)",Exact/direct
5,58.03,HE-1200,Mutton Biryani,Indian,biryani_mutton,340,323.81,Mutton Biryani,350.0,Mutton Biryani,430.0,26,mutton biryani,238,352,753.59,490.0,Biryani,BIRYANI,Biryani,non-veg biriyani,,,HIGH,3,mutton biryani,Hyderabadi,340.0,HIGH,490.0,340.0,433.0,429,swiggy_weighted_median_plus_zomato_rank_adjusted,89,0.2618,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"mutton biryani @ 490 (rank 26, score 1.00) | mutton biryani [500 gm] [2 pcs] @ 577 (rank 186, score 1.00) | mutton biryani (2 pcs) @ 300 (rank 230, score 1.00)","mutton biryani @ 340 (rank 3, score 1.00) | mutton biryani @ 403 (rank 11, score 1.00) | mutton biryani @ 382 (rank 28, score 1.00)",Exact/direct
6,57.5,HE-1163,Chicken Kabab,Tandoori Starters,dry_starter_kabab,100,95.24,Chicken kabab,210.0,Chicken Kabab,130.0,43,chicken kabab,174,200,391.03,360.0,Biryani,KEBAB,Biryani,non-veg starter,,,HIGH,1,chicken kabab,Mughlai,256.0,HIGH,230.0,256.0,239.88,229,swiggy_weighted_median_plus_zomato_rank_adjusted,129,1.29,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"chicken kabab @ 360 (rank 43, score 1.00) | chicken kebab @ 230 (rank 44, score 1.00) | chicken kebab @ 210 (rank 501, score 1.00)","chicken kabab @ 256 (rank 1, score 1.00) | chicken kebab @ 202 (rank 7, score 1.00) | chicken kebab @ 295 (rank 13, score 1.00)",Exact/direct
7,51.12,HE-1212,Kerala Paratha,Indian Breads,bread,30,28.57,Kerala Paratha,30.0,Kerala Paratha,40.0,79,kerala parotta,108,317,117.41,40.0,North Indian,PAROTTA,Biryani,breads,,1.0,HIGH,5,kerala parotta,North Indian,37.0,HIGH,39.0,37.0,38.24,39,swiggy_weighted_median_plus_zomato_rank_adjusted,9,0.3,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"kerala parotta @ 40 (rank 79, score 1.00) | kerala parotta @ 39 (rank 96, score 1.00) | kerala paratha @ 25 (rank 297, score 1.00)","kerala parotta @ 37 (rank 5, score 1.00) | wheat parotta @ 41 (rank 36, score 0.61) | ceylon parotta @ 41 (rank 32, score 0.60)",Exact/direct
8,49.8,HE-1138,Kalmi Kabab,Tandoori Starters,dry_starter_kabab,270,257.14,Kalmi Kabab,270.0,Kalmi Kabab,345.0,141,kalmi kabab (4 pieces),68,74,397.79,385.0,Biryani,KEBAB,Biryani,non-veg tandoor,,,HIGH,4,kalmi kabab,Mughlai,64.0,HIGH,385.0,64.0,263.02,269,swiggy_weighted_median_plus_zomato_rank_adjusted,-1,-0.0037,NEAR_POS_VOLUME_PRICE,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"kalmi kabab (4 pieces) @ 385 (rank 141, score 1.00) | kalmi kebab (4 pcs) @ 460 (rank 251, score 1.00) | kalmi kabab - half (2 pcs) @ 260 (rank 495, score 1.00)","kalmi kabab @ 64 (rank 4, score 1.00) | kalmi kebab @ 188 (rank 45, score 1.00) | seekh kebab @ 138 (rank 8, score 0.65)",Exact/direct
9,48.31,HE-1220,Butter Naan,Indian Breads,bread,45,42.86,Butter Naan,45.0,Butter Naan,60.0,48,butter naan,164,365,122.53,65.0,Biryani,NAAN,Biryani,indian breads,,1.0,HIGH,11,butter naan,North Indian,74.0,HIGH,65.0,74.0,68.42,69,swiggy_weighted_median_plus_zomato_rank_adjusted,24,0.5333,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"butter naan @ 65 (rank 48, score 1.00) | butter naan @ 55 (rank 80, score 1.00) | butter naan @ 47 (rank 224, score 1.00)","butter naan @ 74 (rank 11, score 1.00) | butter naan @ 62 (rank 13, score 1.00) | butter naan @ 72 (rank 33, score 1.00)",Exact/direct
10,48.14,HE-1218,Roomali Roti,Indian Breads,bread,18,17.14,Roomali Roti,18.0,Roomali Roti,25.0,173,rumali roti,56,231,103.12,25.0,North Indian,ROTI,Biryani,roti,,1.0,HIGH,5,rumali roti,Mughlai,38.0,HIGH,25.0,38.0,29.94,29,swiggy_weighted_median_plus_zomato_rank_adjusted,11,0.6111,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"rumali roti @ 25 (rank 173, score 1.00) | roomali roti @ 114 (rank 359, score 1.00) | roomali roti @ 69 (rank 473, score 1.00)","rumali roti @ 38 (rank 5, score 1.00) | rumali roti @ 44 (rank 10, score 1.00) | romali roti @ 29 (rank 43, score 1.00)",Exact/direct
11,47.36,HE-1226,Paneer Butter Masala,Vegetarian,veg_gravy,180,171.43,Paneer Butter Masala,180.0,Paneer Butter Masala,230.0,40,paneer butter masala,185,193,271.41,270.0,North Indian,CURRY,North Indian,north indian gravys,,1.0,HIGH,13,paneer butter masala,North Indian,250.0,HIGH,270.0,250.0,262.4,269,swiggy_weighted_median_plus_zomato_rank_adjusted,89,0.4944,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"paneer butter masala @ 270 (rank 40, score 1.00) | paneer butter masala @ 370 (rank 92, score 1.00) | paneer butter masala @ 147 (rank 156, score 1.00)","paneer butter masala @ 250 (rank 13, score 1.00) | paneer biryani @ 319 (rank 3, score 0.36) | box paneer biryani @ 237 (rank 8, score 0.29)",Exact/direct
12,45.81,HE-1135,Tandoori Chicken,Tandoori Starters,grill_tandoor,200,190.48,Tandoori Chicken,230.0,Tandoori Chicken,255.0,202,tandoori chicken,48,52,329.6,155.0,North Indian,OTHER DRY STARTERS,North Indian,empire tawa & tandoori specials,,,HIGH,7,tandoori chicken,North Indian,283.0,HIGH,155.0,283.0,203.64,199,swiggy_weighted_median_plus_zomato_rank_adjusted,-1,-0.005,NEAR_POS_VOLUME_PRICE,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"tandoori chicken @ 155 (rank 202, score 1.00) | tandoori chicken @ 210 (rank 326, score 1.00) | tandoori chicken @ 240 (rank 552, score 1.00)","tandoori chicken @ 283 (rank 7, score 1.00) | tandoori chicken @ 242 (rank 8, score 1.00) | tandoori chicken @ 335 (rank 13, score 1.00)",Exact/direct
13,43.42,HE-1149,Butter Chicken,Indian,chicken_gravy,210,200.0,Butter Chicken,225.0,Butter Chicken,270.0,119,butter chicken,79,84,239.24,225.0,North Indian,CURRY,Biryani,non veg main course,,,HIGH,12,butter chicken,North Indian,281.0,HIGH,225.0,281.0,246.28,249,swiggy_weighted_median_plus_zomato_rank_adjusted,39,0.1857,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"butter chicken @ 225 (rank 119, score 1.00) | butter chicken @ 510 (rank 355, score 1.00) | butter chicken @ 195 (rank 652, score 1.00)","butter chicken @ 281 (rank 12, score 1.00) | butter chicken boneless @ 233 (rank 20, score 0.95) | boneless butter chicken @ 418 (rank 21, score 0.95)",Exact/direct
14,42.61,HE-1208,Chicken Roll,Rolls,roll_shawarma,90,85.71,Chicken Roll,115.0,Chicken Roll,115.0,71,chicken roll,114,161,183.6,130.0,North Indian,ROLL,Biryani,rolls,,,HIGH,15,chicken roll,North Indian,137.0,HIGH,130.0,137.0,132.66,129,swiggy_weighted_median_plus_zomato_rank_adjusted,39,0.4333,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"chicken roll @ 130 (rank 71, score 1.00) | chicken roll @ 115 (rank 371, score 1.00) | chicken roll @ 110 (rank 1322, score 1.00)","chicken roll @ 137 (rank 15, score 1.00) | chicken roll @ 83 (rank 17, score 1.00) | chicken seekh roll @ 187 (rank 28, score 0.96)",Exact/direct
15,42.43,HE-1158,Tandoori Chicken Masala,Chicken Curry,grill_tandoor,280,266.67,Tandoori Chicken Masala,295.0,Tandoori Chicken Masala,355.0,408,chicken tandoori masala,22,22,233.09,189.0,North Indian,CURRY,North Indian,empire special non veg gravies,,,HIGH,7,tandoori chicken,North Indian,283.0,HIGH,155.0,283.0,202.78,199,swiggy_weighted_median_plus_zomato_rank_adjusted,-81,-0.2893,MARKET_VOLUME_PRICE_BELOW_POS_CREATE_SMALLER_PORTION_OR_OFFER_PAY_PRICE,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"chicken tandoori masala @ 189 (rank 408, score 1.00) | tandoori chicken masala @ 245 (rank 2138, score 1.00) | tandoori chicken (half) @ 360 (rank 636, score 0.99)","tandoori chicken @ 283 (rank 7, score 0.97) | tandoori chicken @ 242 (rank 8, score 0.97) | tandoori chicken @ 335 (rank 13, score 0.97)",Exact/direct
16,41.9,HE-1236,Chicken Noodles,Noodles,other,190,180.95,Chicken Noodles,190.0,Chicken Noodles,240.0,51,chicken noodles,158,180,199.37,175.0,North Indian,NOODLES,Biryani,noodles,,,HIGH,18,chicken noodles,North Indian,216.0,HIGH,175.0,216.0,190.58,189,swiggy_weighted_median_plus_zomato_rank_adjusted,-1,-0.0053,NEAR_POS_VOLUME_PRICE,DIRECT_EQUIVALENT_READY_FOR_OFFER_LAYER,"chicken noodles @ 175 (rank 51, score 1.00) | chicken noodles @ 150 (rank 410, score 1.00) | chicken noodles @ 319 (rank 2049, score 1.00)","chicken noodles @ 216 (rank 18, score 1.00) | chicken noodles @ 165 (rank 34, score 1.00) | chicken 65 @ 292 (rank 28, score 0.85)",Exact/direct
17,41.07,,Chicken Kathi Roll,Bane Marie,roll_shawarma,90,85.71,Chicken Roll,115.0,Chicken Roll,115.0,71,chicken roll,114,161,183.6,130.0,North Indian,ROLL,Biryani,rolls,,,HIGH,15,chicken roll,North Indian,137.0,HIGH,130.0,137.0,132.66,129,swiggy_weighted_median_plus_zomato_rank_adjusted,39,0.4333,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"chicken roll @ 130 (rank 71, score 0.96) | chicken roll @ 115 (rank 371, score 0.96) | chicken roll @ 110 (rank 1322, score 0.96)","chicken roll @ 137 (rank 15, score 0.96) | chicken roll @ 83 (rank 17, score 0.96) | chicken seekh roll @ 187 (rank 28, score 0.81)",Exact/direct
18,40.66,,Chicken Zinger Roll,Salads & Rice,roll_shawarma,160,152.38,Chicken Roll,115.0,Chicken Roll,115.0,71,chicken roll,114,161,183.6,130.0,North Indian,ROLL,Biryani,rolls,,,HIGH,15,chicken roll,North Indian,137.0,HIGH,130.0,137.0,132.66,129,swiggy_weighted_median_plus_zomato_rank_adjusted,-31,-0.1938,MARKET_VOLUME_PRICE_BELOW_POS_CREATE_SMALLER_PORTION_OR_OFFER_PAY_PRICE,PORTION_OR_OFFER_GATE_REQUIRED,"chicken roll @ 130 (rank 71, score 0.95) | chicken roll @ 115 (rank 371, score 0.95) | chicken roll @ 110 (rank 1322, score 0.95)","chicken roll @ 137 (rank 15, score 0.95) | chicken roll @ 83 (rank 17, score 0.95) | chicken seekh roll @ 187 (rank 28, score 0.78)",Exact/direct
19,37.79,HE-1166,Chicken 65,Chinese Starters,other,220,209.52,Chicken 65,230.0,Chicken 65,280.0,20,chicken 65,294,317,388.72,375.0,Biryani,OTHER DRY STARTERS,Biryani,non-veg starter,,,HIGH,28,chicken 65,Biryani,292.0,HIGH,375.0,292.0,343.46,349,swiggy_weighted_median_plus_zomato_rank_adjusted,129,0.5864,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"chicken 65 @ 375 (rank 20, score 1.00) | chicken 65 @ 225 (rank 130, score 1.00) | chicken 88 @ 420 (rank 152, score 1.00)","chicken 65 @ 292 (rank 28, score 1.00) | chicken noodles @ 216 (rank 18, score 0.85) | chicken noodles @ 165 (rank 34, score 0.85)",Exact/direct
20,37.4,HE-1161,Chicken Tikka Masala,Chicken Curry,dry_starter_tikka,300,285.71,Chicken Tikka Masala,300.0,Chicken Tikka Masala,380.0,349,chicken tikka masala,27,29,230.22,168.0,North Indian,CURRY,North Indian,empire special non veg gravies,,,HIGH,13,chicken tikka,Hyderabadi,295.0,HIGH,380.0,295.0,348.53,349,swiggy_weighted_median_plus_zomato_rank_adjusted,49,0.1633,NEAR_POS_VOLUME_PRICE,DIRECT_EQUIVALENT_READY_FOR_OFFER_LAYER,"chicken tikka masala @ 168 (rank 349, score 1.00) | chicken tikka masala @ 435 (rank 459, score 1.00) | chicken tikka masala @ 510 (rank 1368, score 1.00)","chicken tikka @ 295 (rank 13, score 0.96) | chicken malai tikka @ 390 (rank 31, score 0.74) | boneless chicken angaar tikka @ 192 (rank 17, score 0.66)",Exact/direct
21,35.07,HE-1223,Tandoor Roti,Indian Breads,bread,25,23.81,Tandoor Roti,50.0,,,49,tandoori roti,163,411,113.59,55.0,Biryani,ROTI,Biryani,indian breads,,1.0,HIGH,26,tandoori roti,North Indian,46.0,HIGH,55.0,46.0,51.58,49,swiggy_weighted_median_plus_zomato_rank_adjusted,24,0.96,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"tandoori roti @ 55 (rank 49, score 1.00) | tandoori roti @ 100 (rank 382, score 1.00) | tandoori roti @ 32 (rank 510, score 1.00)","tandoori roti @ 46 (rank 26, score 1.00) | tandoori roti @ 39 (rank 43, score 1.00) | rumali roti @ 38 (rank 5, score 0.57)",Exact/direct
22,34.46,HE-1185,Mutton Masala,Mutton Curry,mutton_gravy,210,200.0,Mutton Masala,230.0,Mutton Masala,270.0,2473,mutton masala,1,1,479.0,479.0,Biryani,CURRY,Biryani,curries & gravies,,,HIGH,13,mutton masala,Hyderabadi,335.0,HIGH,497.0,335.0,435.44,429,swiggy_weighted_median_plus_zomato_rank_adjusted,219,1.0429,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"mutton masala @ 479 (rank 2473, score 1.00) | mutton masala @ 396 (rank 2543, score 1.00) | mutton keema masala @ 497 (rank 632, score 0.97)","mutton masala @ 335 (rank 13, score 1.00) | mutton nihari @ 455 (rank 40, score 0.64) | mutton burra @ 475 (rank 47, score 0.41)",Exact/direct
23,34.02,HE-1203,Biryani Rice,Biryani & Rice,biryani,120,114.29,Biryani Rice,120.0,Biryani Rice,155.0,140,biryani rice,69,117,245.87,145.0,North Indian,BIRYANI,Biryani,rice and biryani,,,HIGH,22,biryani rice,North Indian,149.0,HIGH,145.0,149.0,146.52,149,swiggy_weighted_median_plus_zomato_rank_adjusted,29,0.2417,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"biryani rice @ 145 (rank 140, score 1.00) | biryani rice @ 149 (rank 1781, score 1.00) | biryani rice @ 84 (rank 2287, score 1.00)","biryani rice @ 149 (rank 22, score 1.00) | biryani rice @ 159 (rank 39, score 1.00) | executive biryani rice [500 ml] @ 198 (rank 13, score 0.80)",Exact/direct
24,32.75,,Chicken Biryani + 2pc Kabab,Combos,combo_biryani_kabab,229,218.1,Chicken Biryani with Chicken Kabab,339.0,Chicken Biryani + Chicken Kabab,,2866,biryani rice + chicken kabab,1,1,219.0,219.0,Coastal/Seafood,BIRYANI,Biryani,combo meals,,,MEDIUM,3,boneless chicken biryani + 2 pieces kebab + coke [250 ml],Hyderabadi,335.0,MEDIUM,365.0,256.0,322.78,319,swiggy_weighted_median_plus_zomato_rank_adjusted,90,0.393,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"biryani rice + chicken kabab @ 219 (rank 2866, score 0.73) | plain biryani (half)+ chicken kabab (5pcs) @ 365 (rank 1656, score 0.73) | biryani rice with chicken kabab @ 170 (rank 952, score 0.72)","boneless chicken biryani + 2 pieces kebab + coke [250 ml] @ 335 (rank 3, score 0.76) | chicken biryani combo @ 291 (rank 30, score 0.69) | chicken biryani @ 289 (rank 2, score 0.65)",Family/similar-market mapping; review before portal execution
25,32.01,,Garlic Kabab,Tandoori Starters,dry_starter_kabab,240,228.57,,,,,530,kalmi kebab,17,17,206.29,165.0,North Indian,KEBAB,North Indian,empire tawa & tandoori specials,,,MEDIUM,4,kalmi kabab,Mughlai,64.0,MEDIUM,360.0,217.0,305.66,299,swiggy_weighted_median_plus_zomato_rank_adjusted,59,0.2458,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"kalmi kebab @ 165 (rank 530, score 0.70) | malai kebab @ 170 (rank 1506, score 0.70) | kalmi kebab @ 160 (rank 1512, score 0.70)","kalmi kabab @ 64 (rank 4, score 0.70) | kalmi kebab @ 188 (rank 45, score 0.70) | chicken kabab @ 256 (rank 1, score 0.65)",Family/similar-market mapping; review before portal execution
26,31.6,,Irani Chicken,Chinese Starters,other,230,219.05,Irani Chicken,230.0,Irani Chicken,295.0,20,chicken 65,294,317,388.72,375.0,Biryani,OTHER DRY STARTERS,Biryani,non-veg starter,,,HIGH,28,chicken 65,Biryani,292.0,HIGH,375.0,275.0,337.0,329,swiggy_weighted_median_plus_zomato_rank_adjusted,99,0.4304,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"chicken 65 @ 375 (rank 20, score 0.84) | chicken 65 @ 225 (rank 130, score 0.84) | chicken 88 @ 420 (rank 152, score 0.84)","chicken 65 @ 292 (rank 28, score 0.84) | andhra chicken @ 280 (rank 13, score 0.69) | broasted chicken. @ 275 (rank 32, score 0.67)",Exact/direct
27,31.18,HE-1168,Lemon Chicken,Chinese Starters,other,230,219.05,Lemon Chicken,255.0,Lemon Chicken,295.0,38,lemon chicken,194,204,379.18,375.0,Biryani,OTHER DRY STARTERS,Biryani,non-veg starter,,,HIGH,28,chicken 65,Biryani,292.0,HIGH,375.0,280.0,342.81,349,swiggy_weighted_median_plus_zomato_rank_adjusted,119,0.5174,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"lemon chicken @ 375 (rank 38, score 1.00) | lemon chicken @ 370 (rank 2004, score 1.00) | lemon chicken(boneless chicken) @ 180 (rank 2956, score 0.89)","chicken 65 @ 292 (rank 28, score 0.84) | andhra chicken @ 280 (rank 13, score 0.66) | pepper chicken @ 270 (rank 23, score 0.66)",Exact/direct
28,31.16,HE-1258,Prawns Chilly Manchurian,Chinese Gravy,other,270,257.14,,,Prawns Manchurian,,2227,prawns chilly,2,2,180.0,180.0,North Indian,OTHER DRY STARTERS,Biryani,seafood specials,,,HIGH,13,prawns manchurian,Hyderabadi,330.0,HIGH,180.0,330.0,238.96,229,swiggy_weighted_median_plus_zomato_rank_adjusted,-41,-0.1519,NEAR_POS_VOLUME_PRICE,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"prawns chilly @ 180 (rank 2227, score 0.85) | spanish manchurian @ 220 (rank 1009, score 0.59) | spinach manchurian @ 260 (rank 934, score 0.57)","prawns manchurian @ 330 (rank 13, score 0.90) | gobi manchurian @ 185 (rank 48, score 0.53) | prawns fry @ 330 (rank 13, score 0.48)",Exact/direct
29,30.9,,Shezwan Chicken,Chinese Gravy,other,230,219.05,Shezwan Chicken,230.0,,,20,chicken 65,294,317,388.72,375.0,Biryani,OTHER DRY STARTERS,Biryani,non-veg starter,,,HIGH,28,chicken 65,Biryani,292.0,HIGH,375.0,280.0,338.9,329,swiggy_weighted_median_plus_zomato_rank_adjusted,99,0.4304,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"chicken 65 @ 375 (rank 20, score 0.82) | chicken 65 @ 225 (rank 130, score 0.82) | chicken 88 @ 420 (rank 152, score 0.82)","chicken 65 @ 292 (rank 28, score 0.82) | andhra chicken @ 280 (rank 13, score 0.67) | meghana chicken 555 @ 360 (rank 46, score 0.65)",Exact/direct
30,30.78,HE-1245,Shezwan Fried Rice,Fried Rice,chinese_rice_noodles,200,190.48,,,,,682,schezwan fried rice,12,13,303.33,280.0,North Indian,FRIED RICE,North Indian,rice & noodles,,1.0,HIGH,6,chicken fried rice,North Indian,201.0,MEDIUM,165.0,201.0,177.84,179,swiggy_weighted_median_plus_zomato_rank_adjusted,-21,-0.105,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"schezwan fried rice @ 280 (rank 682, score 0.78) | veg schezwan fried rice @ 240 (rank 943, score 0.71) | veg schezwan fried rice @ 260 (rank 1032, score 0.71)","chicken fried rice @ 201 (rank 6, score 0.71) | chicken fried rice @ 165 (rank 26, score 0.71) | chicken fried rice @ 258 (rank 37, score 0.71)",Exact/direct
31,30.59,HE-1174,Hongkong Chicken,Chinese Gravy,other,220,209.52,HongKong Chicken,470.0,,,20,chicken 65,294,317,388.72,375.0,Biryani,OTHER DRY STARTERS,Biryani,non-veg starter,,,HIGH,28,chicken 65,Biryani,292.0,HIGH,375.0,280.0,338.9,329,swiggy_weighted_median_plus_zomato_rank_adjusted,109,0.4955,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"chicken 65 @ 375 (rank 20, score 0.81) | chicken 65 @ 225 (rank 130, score 0.81) | chicken 88 @ 420 (rank 152, score 0.81)","chicken 65 @ 292 (rank 28, score 0.81) | andhra chicken @ 280 (rank 13, score 0.63) | meghana chicken 555 @ 360 (rank 46, score 0.62)",Exact/direct
32,30.29,HE-1229,Paneer Mutter Masala,Vegetarian,veg_gravy,200,190.48,Paneer Mutter Masala,200.0,Paneer Butter Masala,230.0,1820,paneer mutter masala,3,3,140.0,140.0,North Indian,CURRY,Biryani,veg gravy,,1.0,HIGH,13,paneer butter masala,North Indian,250.0,HIGH,140.0,250.0,177.76,179,swiggy_weighted_median_plus_zomato_rank_adjusted,-21,-0.105,NEAR_POS_VOLUME_PRICE,DIRECT_EQUIVALENT_PRICE_DIVERGENCE_REVIEW,"paneer mutter masala @ 140 (rank 1820, score 1.00) | paneer butter masala @ 270 (rank 40, score 0.85) | paneer butter masala @ 370 (rank 92, score 0.85)","paneer butter masala @ 250 (rank 13, score 0.85) | paneer biryani @ 319 (rank 3, score 0.34) | box paneer biryani @ 237 (rank 8, score 0.27)",Exact/direct
